Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CUBO:Zone Mean Air Temperature [C](TimeStep) 
 05/15  02:45:00,22.0,30.362168676645954 
 05/15  02:46:00,22.0,30.349862008050845 
 05/15  02:47:00,22.0,30.337537568116733 
 05/15  02:48:00,22.0,30.325195736969256 
 05/15  02:49:00,22.0,30.31283744273427 
 05/15  02:50:00,21.9,30.30046349914283 
 05/15  02:51:00,21.9,30.28807448349994 
 05/15  02:52:00,21.9,30.27567079852513 
 05/15  02:53:00,21.9,30.26325274536104 
 05/15  02:54:00,21.9,30.25082056603835 
 05/15  02:55:00,21.9,30.238374462526362 
 05/15  02:56:00,21.8,30.22591460544029 
 05/15  02:57:00,21.8,30.213441139707697 
 05/15  02:58:00,21.8,30.200954189547094 
 05/15  02:59:00,21.8,30.188453862995683 
 05/15  03:00:00,21.8,30.17594025579177 
 05/15  03:01:00,21.8,30.163413454531163 
 05/15  03:02:00,21.8,30.150873539159573 
 05/15  03:03:00,21.7,30.13832058492044 
 05/15  03:04:00,21.7,30.125754663874382 
 05/15  03:05:00,21.7,30.113175846081457 
 05/15  03:06:00,21.7,30.100584200513342 
 05/15  03:07:00,21.7,30.087979795746964 
 05/15  03:08:00,21.7,30.075362700483872 
 05/15  03:09:00,21.6,30.062732983937646 
 05/15  03:10:00,21.6,30.050090716128395 
 05/15  03:11:00,21.6,30.037435968116043 
 05/15  03:12:00,21.6,30.024768812192836 
 05/15  03:13:00,21.6,30.012089322044048 
 05/15  03:14:00,21.6,29.99939757287877 
 05/15  03:15:00,21.6,29.986693641530447 
 05/15  03:16:00,21.5,29.973977606527598 
 05/15  03:17:00,21.5,29.961239426824818 
 05/15  03:18:00,21.5,29.948485391198066 
 05/15  03:19:00,21.5,29.935721030374914 
 05/15  03:20:00,21.5,29.922948299650354 
 05/15  03:21:00,21.5,29.91016707474937 
 05/15  03:22:00,21.5,29.89737665531558 
 05/15  03:23:00,21.4,29.884576432613322 
 05/15  03:24:00,21.4,29.871766016760308 
 05/15  03:25:00,21.4,29.858935060177153 
 05/15  03:26:00,21.4,29.846089631978124 
 05/15  03:27:00,21.4,29.83323509471668 
 05/15  03:28:00,21.4,29.820373270861566 
 05/15  03:29:00,21.4,29.807503931324057 
 05/15  03:30:00,21.4,29.794626294338933 
 05/15  03:31:00,21.3,29.781729573917204 
 05/15  03:32:00,21.3,29.76881953639149 
 05/15  03:33:00,21.3,29.755901363567176 
 05/15  03:34:00,21.3,29.742976765206745 
 05/15  03:35:00,21.3,29.730045432117365 
 05/15  03:36:00,21.3,29.71709641060468 
 05/15  03:37:00,21.3,29.704135179189336 
 05/15  03:38:00,21.3,29.69116670420521 
 05/15  03:39:00,21.2,29.67819256390903 
 05/15  03:40:00,21.2,29.665212368748524 
 05/15  03:41:00,21.2,29.652215096129396 
 05/15  03:42:00,21.2,29.63920619161907 
 05/15  03:43:00,21.2,29.626190597261054 
 05/15  03:44:00,21.2,29.613169870365002 
 05/15  03:45:00,21.2,29.60013349311067 
 05/15  03:46:00,21.2,29.58708675417744 
 05/15  03:47:00,21.1,29.57403432676167 
 05/15  03:48:00,21.1,29.56097757105401 
 05/15  03:49:00,21.1,29.547905849003588 
 05/15  03:50:00,21.1,29.53482438174865 
 05/15  03:51:00,21.1,29.521737797494065 
 05/15  03:52:00,21.1,29.508647421839683 
 05/15  03:53:00,21.1,29.49554257743208 
 05/15  03:54:00,21.1,29.482428471365285 
 05/15  03:55:00,21.0,29.46930972277224 
 05/15  03:56:00,21.0,29.456187648950177 
 05/15  03:57:00,21.0,29.443051549308255 
 05/15  03:58:00,21.0,29.429906636177012 
 05/15  03:59:00,21.0,29.416757535134977 
 05/15  04:00:00,21.0,29.403595450000388 
 05/15  04:01:00,21.0,29.390426025223157 
 05/15  04:02:00,21.0,29.37725369900689 
 05/15  04:03:00,21.0,29.364069406617446 
 05/15  04:04:00,20.9,29.350878578250825 
 05/15  04:05:00,20.9,29.33768551864111 
 05/15  04:06:00,20.9,29.324481085247875 
 05/15  04:07:00,20.9,29.31127064883679 
 05/15  04:08:00,20.9,29.298058467660088 
 05/15  04:09:00,20.9,29.284835360945547 
 05/15  04:10:00,20.9,29.271606671018755 
 05/15  04:11:00,20.9,29.258376633849988 
 05/15  04:12:00,20.9,29.245136046013414 
 05/15  04:13:00,20.9,29.231890238886738 
