Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CUBO:Zone Mean Air Temperature [C](TimeStep) 
 05/15  03:07:00,21.7,28.701822843996997 
 05/15  03:08:00,21.7,28.68469170721919 
 05/15  03:09:00,21.6,28.66755706400186 
 05/15  03:10:00,21.6,28.65041906492679 
 05/15  03:11:00,21.6,28.633277863454566 
 05/15  03:12:00,21.6,28.616133615918077 
 05/15  03:13:00,21.6,28.59898648129758 
 05/15  03:14:00,21.6,28.58183662097453 
 05/15  03:15:00,21.6,28.564684198376664 
 05/15  03:16:00,21.5,28.547529378289735 
 05/15  03:17:00,21.5,28.530372325765658 
 05/15  03:18:00,21.5,28.513213204867238 
 05/15  03:19:00,21.5,28.496052177712336 
 05/15  03:20:00,21.5,28.47888940422223 
 05/15  03:21:00,21.5,28.461725042616923 
 05/15  03:22:00,21.5,28.4445592502766 
 05/15  03:23:00,21.4,28.42739218443343 
 05/15  03:24:00,21.4,28.410224002373454 
 05/15  03:25:00,21.4,28.39305486122983 
 05/15  03:26:00,21.4,28.375884917757972 
 05/15  03:27:00,21.4,28.358714328491484 
 05/15  03:28:00,21.4,28.341543250357788 
 05/15  03:29:00,21.4,28.324371841429766 
 05/15  03:30:00,21.4,28.30720026134116 
 05/15  03:31:00,21.3,28.29002867110525 
 05/15  03:32:00,21.3,28.27285723247044 
 05/15  03:33:00,21.3,28.255676043866604 
 05/15  03:34:00,21.3,28.238491771476347 
 05/15  03:35:00,21.3,28.221310066424195 
 05/15  03:36:00,21.3,28.204132835615482 
 05/15  03:37:00,21.3,28.18695987993006 
 05/15  03:38:00,21.3,28.16979046392213 
 05/15  03:39:00,21.2,28.152623992138544 
 05/15  03:40:00,21.2,28.135460124094156 
 05/15  03:41:00,21.2,28.118298703697622 
 05/15  03:42:00,21.2,28.10113968119351 
 05/15  03:43:00,21.2,28.083983069008188 
 05/15  03:44:00,21.2,28.066828922851798 
 05/15  03:45:00,21.2,28.049677333664235 
 05/15  03:46:00,21.2,28.032528422200965 
 05/15  03:47:00,21.1,28.015382333523767 
 05/15  03:48:00,21.1,27.99823923128838 
